file,time_h,time_m,cx,cy,minute_x,minute_y,hour_x,hour_y,rotation_deg,status,rotation_deg_int
train/1-00/82.jpg,1,0,112.0,112.0,112.0,37.0,139.5,64.37,0,ok,0
train/1-00/83.jpg,1,0,112.0,112.0,37.0,112.0,64.37,84.5,270,ok,270
train/1-00/85.jpg,1,0,112.0,112.0,112.0,187.0,84.5,159.63,180,ok,180
train/1-00/86.jpg,1,0,112.0,112.0,37.0,112.0,64.37,84.5,270,ok,270
train/1-00/88.jpg,1,0,112.0,112.0,112.0,37.0,139.5,64.37,0,ok,0
train/1-00/89.jpg,1,0,112.0,112.0,112.0,37.0,139.5,64.37,0,ok,0
train/1-00/9.jpg,1,0,112.0,112.0,37.0,112.0,64.37,84.5,270,ok,270
train/1-00/91.jpg,1,0,112.0,112.0,112.0,37.0,139.5,64.37,0,ok,0
train/1-00/93.jpg,1,0,112.0,112.0,187.0,112.0,159.63,139.5,90,ok,90
train/1-00/94.jpg,1,0,112.0,112.0,112.0,37.0,139.5,64.37,0,ok,0
train/1-00/95.jpg,1,0,112.0,112.0,37.0,112.0,64.37,84.5,270,ok,270
train/1-00/97.jpg,1,0,112.0,112.0,112.0,37.0,139.5,64.37,0,ok,0
train/1-00/98.jpg,1,0,112.0,112.0,187.0,112.0,159.63,139.5,90,ok,90
train/1-00/99.jpg,1,0,112.0,112.0,37.0,112.0,64.37,84.5,270,ok,270
train/1-05/10.jpg,1,5,112.0,112.0,149.5,47.05,141.55,65.61,0,ok,0
train/1-05/12.jpg,1,5,112.0,112.0,149.5,47.05,141.55,65.61,0,ok,0
train/1-05/16.jpg,1,5,112.0,112.0,149.5,47.05,141.55,65.61,0,ok,0
train/1-05/17.jpg,1,5,112.0,112.0,149.5,47.05,141.55,65.61,0,ok,0
train/1-05/18.jpg,1,5,112.0,112.0,149.5,47.05,141.55,65.61,0,ok,0
train/1-05/19.jpg,1,5,112.0,112.0,149.5,47.05,141.55,65.61,0,ok,0
train/1-05/2.jpg,1,5,112.0,112.0,176.95,149.5,158.39,141.55,90,ok,90
train/1-05/20.jpg,1,5,112.0,112.0,149.5,47.05,141.55,65.61,0,ok,0
train/1-05/23.jpg,1,5,112.0,112.0,149.5,47.05,141.55,65.61,0,ok,0
train/1-05/24.jpg,1,5,112.0,112.0,47.05,74.5,65.61,82.45,270,ok,270
train/1-05/25.jpg,1,5,112.0,112.0,149.5,47.05,141.55,65.61,0,ok,0
train/1-05/26.jpg,1,5,112.0,112.0,149.5,47.05,141.55,65.61,0,ok,0
train/1-05/27.jpg,1,5,112.0,112.0,47.05,74.5,65.61,82.45,270,ok,270
train/1-05/30.jpg,1,5,112.0,112.0,47.05,74.5,65.61,82.45,270,ok,270
train/1-05/32.jpg,1,5,112.0,112.0,74.5,176.95,82.45,158.39,180,ok,180
train/1-05/34.jpg,1,5,112.0,112.0,176.95,149.5,158.39,141.55,90,ok,90
train/1-05/38.jpg,1,5,112.0,112.0,47.05,74.5,65.61,82.45,270,ok,270
train/1-05/4.jpg,1,5,112.0,112.0,74.5,176.95,82.45,158.39,180,ok,180
train/1-05/42.jpg,1,5,112.0,112.0,176.95,149.5,158.39,141.55,90,ok,90
train/1-05/44.jpg,1,5,112.0,112.0,47.05,74.5,65.61,82.45,270,ok,270
train/1-05/48.jpg,1,5,112.0,112.0,149.5,47.05,141.55,65.61,0,ok,0
train/1-05/50.jpg,1,5,112.0,112.0,149.5,47.05,141.55,65.61,0,ok,0
train/1-05/51.jpg,1,5,112.0,112.0,149.5,47.05,141.55,65.61,0,ok,0
train/1-05/52.jpg,1,5,112.0,112.0,74.5,176.95,82.45,158.39,180,ok,180
train/1-05/56.jpg,1,5,112.0,112.0,74.5,176.95,82.45,158.39,180,ok,180
train/1-05/57.jpg,1,5,112.0,112.0,74.5,176.95,82.45,158.39,180,ok,180
train/1-05/6.jpg,1,5,112.0,112.0,47.05,74.5,65.61,82.45,270,ok,270
train/1-05/60.jpg,1,5,112.0,112.0,149.5,47.05,141.55,65.61,0,ok,0
train/1-05/61.jpg,1,5,112.0,112.0,74.5,176.95,82.45,158.39,180,ok,180
train/1-05/66.jpg,1,5,112.0,112.0,149.5,47.05,141.55,65.61,0,ok,0
train/1-05/71.jpg,1,5,112.0,112.0,47.05,74.5,65.61,82.45,270,ok,270
train/1-05/72.jpg,1,5,112.0,112.0,74.5,176.95,82.45,158.39,180,ok,180
train/1-05/73.jpg,1,5,112.0,112.0,149.5,47.05,141.55,65.61,0,ok,0
train/1-05/74.jpg,1,5,112.0,112.0,149.5,47.05,141.55,65.61,0,ok,0
train/1-05/76.jpg,1,5,112.0,112.0,149.5,47.05,141.55,65.61,0,ok,0
train/1-05/79.jpg,1,5,112.0,112.0,149.5,47.05,141.55,65.61,0,ok,0
train/1-05/80.jpg,1,5,112.0,112.0,149.5,47.05,141.55,65.61,0,ok,0
train/1-05/82.jpg,1,5,112.0,112.0,74.5,176.95,82.45,158.39,180,ok,180
train/1-05/83.jpg,1,5,112.0,112.0,149.5,47.05,141.55,65.61,0,ok,0
train/1-05/85.jpg,1,5,112.0,112.0,74.5,176.95,82.45,158.39,180,ok,180
train/1-05/86.jpg,1,5,112.0,112.0,74.5,176.95,82.45,158.39,180,ok,180
train/1-05/87.jpg,1,5,112.0,112.0,149.5,47.05,141.55,65.61,0,ok,0
train/1-05/9.jpg,1,5,112.0,112.0,176.95,149.5,158.39,141.55,90,ok,90
train/1-05/91.jpg,1,5,112.0,112.0,149.5,47.05,141.55,65.61,0,ok,0
train/1-05/93.jpg,1,5,112.0,112.0,149.5,47.05,141.55,65.61,0,ok,0
train/1-05/94.jpg,1,5,112.0,112.0,149.5,47.05,141.55,65.61,0,ok,0
train/1-05/95.jpg,1,5,112.0,112.0,149.5,47.05,141.55,65.61,0,ok,0
train/1-05/96.jpg,1,5,112.0,112.0,149.5,47.05,141.55,65.61,0,ok,0
train/1-05/98.jpg,1,5,112.0,112.0,149.5,47.05,141.55,65.61,0,ok,0
train/1-05/99.jpg,1,5,112.0,112.0,149.5,47.05,141.55,65.61,0,ok,0
train/1-10/0.jpg,1,10,112.0,112.0,176.95,74.5,143.55,66.95,0,ok,0
train/1-10/10.jpg,1,10,112.0,112.0,149.5,176.95,157.05,143.55,90,ok,90
train/1-10/12.jpg,1,10,112.0,112.0,176.95,74.5,143.55,66.95,0,ok,0
train/1-10/19.jpg,1,10,112.0,112.0,176.95,74.5,143.55,66.95,0,ok,0
train/1-10/2.jpg,1,10,112.0,112.0,149.5,176.95,157.05,143.55,90,ok,90
train/1-10/20.jpg,1,10,112.0,112.0,176.95,74.5,143.55,66.95,0,ok,0
train/1-10/21.jpg,1,10,112.0,112.0,74.5,47.05,66.95,80.45,270,ok,270
train/1-10/23.jpg,1,10,112.0,112.0,176.95,74.5,143.55,66.95,0,ok,0
train/1-10/25.jpg,1,10,112.0,112.0,176.95,74.5,143.55,66.95,0,ok,0
train/1-10/26.jpg,1,10,112.0,112.0,74.5,47.05,66.95,80.45,270,ok,270
train/1-10/27.jpg,1,10,112.0,112.0,47.05,149.5,80.45,157.05,180,ok,180
train/1-10/28.jpg,1,10,112.0,112.0,176.95,74.5,143.55,66.95,0,ok,0
train/1-10/29.jpg,1,10,112.0,112.0,176.95,74.5,143.55,66.95,0,ok,0
train/1-10/30.jpg,1,10,112.0,112.0,149.5,176.95,157.05,143.55,90,ok,90
train/1-10/32.jpg,1,10,112.0,112.0,149.5,176.95,157.05,143.55,90,ok,90
train/1-10/33.jpg,1,10,112.0,112.0,74.5,47.05,66.95,80.45,270,ok,270
train/1-10/34.jpg,1,10,112.0,112.0,176.95,74.5,143.55,66.95,0,ok,0
train/1-10/36.jpg,1,10,112.0,112.0,176.95,74.5,143.55,66.95,0,ok,0
train/1-10/37.jpg,1,10,112.0,112.0,176.95,74.5,143.55,66.95,0,ok,0
train/1-10/38.jpg,1,10,112.0,112.0,176.95,74.5,143.55,66.95,0,ok,0
train/1-10/4.jpg,1,10,112.0,112.0,74.5,47.05,66.95,80.45,270,ok,270
train/1-10/40.jpg,1,10,112.0,112.0,176.95,74.5,143.55,66.95,0,ok,0
train/1-10/42.jpg,1,10,112.0,112.0,176.95,74.5,143.55,66.95,0,ok,0
train/1-10/46.jpg,1,10,112.0,112.0,176.95,74.5,143.55,66.95,0,ok,0
train/1-10/47.jpg,1,10,112.0,112.0,176.95,74.5,143.55,66.95,0,ok,0
train/1-10/48.jpg,1,10,112.0,112.0,74.5,47.05,66.95,80.45,270,ok,270
train/1-10/49.jpg,1,10,112.0,112.0,176.95,74.5,143.55,66.95,0,ok,0
train/1-10/51.jpg,1,10,112.0,112.0,176.95,74.5,143.55,66.95,0,ok,0
train/1-10/52.jpg,1,10,112.0,112.0,149.5,176.95,157.05,143.55,90,ok,90
train/1-10/53.jpg,1,10,112.0,112.0,74.5,47.05,66.95,80.45,270,ok,270
train/1-10/55.jpg,1,10,112.0,112.0,176.95,74.5,143.55,66.95,0,ok,0
train/1-10/56.jpg,1,10,112.0,112.0,74.5,47.05,66.95,80.45,270,ok,270
train/1-10/57.jpg,1,10,112.0,112.0,176.95,74.5,143.55,66.95,0,ok,0
train/1-10/58.jpg,1,10,112.0,112.0,149.5,176.95,157.05,143.55,90,ok,90
train/1-10/60.jpg,1,10,112.0,112.0,176.95,74.5,143.55,66.95,0,ok,0
train/1-10/62.jpg,1,10,112.0,112.0,176.95,74.5,143.55,66.95,0,ok,0
train/1-10/65.jpg,1,10,112.0,112.0,176.95,74.5,143.55,66.95,0,ok,0
train/1-10/66.jpg,1,10,112.0,112.0,176.95,74.5,143.55,66.95,0,ok,0
train/1-10/67.jpg,1,10,112.0,112.0,149.5,176.95,157.05,143.55,90,ok,90
train/1-10/71.jpg,1,10,112.0,112.0,47.05,149.5,80.45,157.05,180,ok,180
train/1-10/73.jpg,1,10,112.0,112.0,176.95,74.5,143.55,66.95,0,ok,0
train/1-10/74.jpg,1,10,112.0,112.0,176.95,74.5,143.55,66.95,0,ok,0
train/1-10/75.jpg,1,10,112.0,112.0,176.95,74.5,143.55,66.95,0,ok,0
train/1-10/76.jpg,1,10,112.0,112.0,74.5,47.05,66.95,80.45,270,ok,270
train/1-10/78.jpg,1,10,112.0,112.0,176.95,74.5,143.55,66.95,0,ok,0
train/1-10/79.jpg,1,10,112.0,112.0,149.5,176.95,157.05,143.55,90,ok,90
train/1-10/8.jpg,1,10,112.0,112.0,176.95,74.5,143.55,66.95,0,ok,0
train/1-10/80.jpg,1,10,112.0,112.0,176.95,74.5,143.55,66.95,0,ok,0
train/1-10/81.jpg,1,10,112.0,112.0,149.5,176.95,157.05,143.55,90,ok,90
train/1-10/82.jpg,1,10,112.0,112.0,74.5,47.05,66.95,80.45,270,ok,270
train/1-10/84.jpg,1,10,112.0,112.0,176.95,74.5,143.55,66.95,0,ok,0
train/1-10/85.jpg,1,10,112.0,112.0,176.95,74.5,143.55,66.95,0,ok,0
train/1-10/87.jpg,1,10,112.0,112.0,176.95,74.5,143.55,66.95,0,ok,0
train/1-10/89.jpg,1,10,112.0,112.0,176.95,74.5,143.55,66.95,0,ok,0
train/1-10/91.jpg,1,10,112.0,112.0,149.5,176.95,157.05,143.55,90,ok,90
train/1-10/93.jpg,1,10,112.0,112.0,149.5,176.95,157.05,143.55,90,ok,90
train/1-10/94.jpg,1,10,112.0,112.0,149.5,176.95,157.05,143.55,90,ok,90
train/1-10/95.jpg,1,10,112.0,112.0,47.05,149.5,80.45,157.05,180,ok,180
train/1-10/96.jpg,1,10,112.0,112.0,74.5,47.05,66.95,80.45,270,ok,270
train/1-10/97.jpg,1,10,112.0,112.0,176.95,74.5,143.55,66.95,0,ok,0
train/1-10/99.jpg,1,10,112.0,112.0,176.95,74.5,143.55,66.95,0,ok,0
train/1-15/1.jpg,1,15,112.0,112.0,112.0,187.0,155.63,145.48,90,ok,90
train/1-15/12.jpg,1,15,112.0,112.0,112.0,37.0,68.37,78.52,270,ok,270
train/1-15/13.jpg,1,15,112.0,112.0,187.0,112.0,145.48,68.37,0,ok,0
train/1-15/15.jpg,1,15,112.0,112.0,37.0,112.0,78.52,155.63,180,ok,180
train/1-15/16.jpg,1,15,112.0,112.0,112.0,37.0,68.37,78.52,270,ok,270
train/1-15/17.jpg,1,15,112.0,112.0,37.0,112.0,78.52,155.63,180,ok,180
train/1-15/18.jpg,1,15,112.0,112.0,37.0,112.0,78.52,155.63,180,ok,180
train/1-15/19.jpg,1,15,112.0,112.0,187.0,112.0,145.48,68.37,0,ok,0
train/1-15/2.jpg,1,15,112.0,112.0,112.0,187.0,155.63,145.48,90,ok,90
train/1-15/20.jpg,1,15,112.0,112.0,187.0,112.0,145.48,68.37,0,ok,0
train/1-15/23.jpg,1,15,112.0,112.0,187.0,112.0,145.48,68.37,0,ok,0
train/1-15/24.jpg,1,15,112.0,112.0,112.0,37.0,68.37,78.52,270,ok,270
train/1-15/25.jpg,1,15,112.0,112.0,187.0,112.0,145.48,68.37,0,ok,0
train/1-15/27.jpg,1,15,112.0,112.0,187.0,112.0,145.48,68.37,0,ok,0
train/1-15/28.jpg,1,15,112.0,112.0,37.0,112.0,78.52,155.63,180,ok,180
train/1-15/29.jpg,1,15,112.0,112.0,112.0,187.0,155.63,145.48,90,ok,90
train/1-15/30.jpg,1,15,112.0,112.0,187.0,112.0,145.48,68.37,0,ok,0
train/1-15/31.jpg,1,15,112.0,112.0,112.0,187.0,155.63,145.48,90,ok,90
train/1-15/32.jpg,1,15,112.0,112.0,37.0,112.0,78.52,155.63,180,ok,180
train/1-15/33.jpg,1,15,112.0,112.0,112.0,37.0,68.37,78.52,270,ok,270
train/1-15/34.jpg,1,15,112.0,112.0,112.0,187.0,155.63,145.48,90,ok,90
train/1-15/35.jpg,1,15,112.0,112.0,112.0,37.0,68.37,78.52,270,ok,270
train/1-15/36.jpg,1,15,112.0,112.0,187.0,112.0,145.48,68.37,0,ok,0
train/1-15/37.jpg,1,15,112.0,112.0,187.0,112.0,145.48,68.37,0,ok,0
train/1-15/4.jpg,1,15,112.0,112.0,37.0,112.0,78.52,155.63,180,ok,180
train/1-15/40.jpg,1,15,112.0,112.0,187.0,112.0,145.48,68.37,0,ok,0
train/1-15/43.jpg,1,15,112.0,112.0,187.0,112.0,145.48,68.37,0,ok,0
train/1-15/44.jpg,1,15,112.0,112.0,187.0,112.0,145.48,68.37,0,ok,0
train/1-15/45.jpg,1,15,112.0,112.0,187.0,112.0,145.48,68.37,0,ok,0
train/1-15/46.jpg,1,15,112.0,112.0,187.0,112.0,145.48,68.37,0,ok,0
train/1-15/47.jpg,1,15,112.0,112.0,37.0,112.0,78.52,155.63,180,ok,180
train/1-15/48.jpg,1,15,112.0,112.0,37.0,112.0,78.52,155.63,180,ok,180
train/1-15/49.jpg,1,15,112.0,112.0,37.0,112.0,78.52,155.63,180,ok,180
train/1-15/5.jpg,1,15,112.0,112.0,112.0,37.0,68.37,78.52,270,ok,270
train/1-15/50.jpg,1,15,112.0,112.0,187.0,112.0,145.48,68.37,0,ok,0
train/1-15/51.jpg,1,15,112.0,112.0,112.0,37.0,68.37,78.52,270,ok,270
train/1-15/52.jpg,1,15,112.0,112.0,37.0,112.0,78.52,155.63,180,ok,180
train/1-15/53.jpg,1,15,112.0,112.0,37.0,112.0,78.52,155.63,180,ok,180
train/1-15/59.jpg,1,15,112.0,112.0,112.0,187.0,155.63,145.48,90,ok,90
train/1-15/60.jpg,1,15,112.0,112.0,187.0,112.0,145.48,68.37,0,ok,0
train/1-15/62.jpg,1,15,112.0,112.0,187.0,112.0,145.48,68.37,0,ok,0
train/1-15/63.jpg,1,15,112.0,112.0,187.0,112.0,145.48,68.37,0,ok,0
train/1-15/64.jpg,1,15,112.0,112.0,187.0,112.0,145.48,68.37,0,ok,0
train/1-15/66.jpg,1,15,112.0,112.0,112.0,37.0,68.37,78.52,270,ok,270
train/1-15/68.jpg,1,15,112.0,112.0,187.0,112.0,145.48,68.37,0,ok,0
train/1-15/69.jpg,1,15,112.0,112.0,187.0,112.0,145.48,68.37,0,ok,0
train/1-15/7.jpg,1,15,112.0,112.0,112.0,187.0,155.63,145.48,90,ok,90
train/1-15/71.jpg,1,15,112.0,112.0,187.0,112.0,145.48,68.37,0,ok,0
train/1-15/74.jpg,1,15,112.0,112.0,112.0,187.0,155.63,145.48,90,ok,90
train/1-15/75.jpg,1,15,112.0,112.0,187.0,112.0,145.48,68.37,0,ok,0
train/1-15/76.jpg,1,15,112.0,112.0,37.0,112.0,78.52,155.63,180,ok,180
train/1-15/78.jpg,1,15,112.0,112.0,187.0,112.0,145.48,68.37,0,ok,0
train/1-15/80.jpg,1,15,112.0,112.0,112.0,37.0,68.37,78.52,270,ok,270
train/1-15/82.jpg,1,15,112.0,112.0,37.0,112.0,78.52,155.63,180,ok,180
train/1-15/83.jpg,1,15,112.0,112.0,187.0,112.0,145.48,68.37,0,ok,0
train/1-15/86.jpg,1,15,112.0,112.0,187.0,112.0,145.48,68.37,0,ok,0
train/1-15/87.jpg,1,15,112.0,112.0,112.0,187.0,155.63,145.48,90,ok,90
train/1-15/88.jpg,1,15,112.0,112.0,37.0,112.0,78.52,155.63,180,ok,180
train/1-15/89.jpg,1,15,112.0,112.0,187.0,112.0,145.48,68.37,0,ok,0
train/1-15/9.jpg,1,15,112.0,112.0,37.0,112.0,78.52,155.63,180,ok,180
train/1-15/91.jpg,1,15,112.0,112.0,187.0,112.0,145.48,68.37,0,ok,0
train/1-15/92.jpg,1,15,112.0,112.0,187.0,112.0,145.48,68.37,0,ok,0
train/1-15/95.jpg,1,15,112.0,112.0,187.0,112.0,145.48,68.37,0,ok,0
train/1-15/96.jpg,1,15,112.0,112.0,112.0,187.0,155.63,145.48,90,ok,90
train/1-15/97.jpg,1,15,112.0,112.0,112.0,187.0,155.63,145.48,90,ok,90
train/1-15/98.jpg,1,15,112.0,112.0,187.0,112.0,145.48,68.37,0,ok,0
train/1-15/99.jpg,1,15,112.0,112.0,187.0,112.0,145.48,68.37,0,ok,0
train/1-20/0.jpg,1,20,112.0,112.0,149.5,47.05,69.87,76.65,270,ok,270
train/1-20/1.jpg,1,20,112.0,112.0,149.5,47.05,69.87,76.65,270,ok,270
train/1-20/12.jpg,1,20,112.0,112.0,74.5,176.95,154.13,147.35,90,ok,90
train/1-20/13.jpg,1,20,112.0,112.0,176.95,149.5,147.35,69.87,0,ok,0
train/1-20/14.jpg,1,20,112.0,112.0,176.95,149.5,147.35,69.87,0,ok,0
train/1-20/19.jpg,1,20,112.0,112.0,176.95,149.5,147.35,69.87,0,ok,0
train/1-20/2.jpg,1,20,112.0,112.0,47.05,74.5,76.65,154.13,180,ok,180
train/1-20/20.jpg,1,20,112.0,112.0,149.5,47.05,69.87,76.65,270,ok,270
train/1-20/22.jpg,1,20,112.0,112.0,74.5,176.95,154.13,147.35,90,ok,90
train/1-20/25.jpg,1,20,112.0,112.0,176.95,149.5,147.35,69.87,0,ok,0
train/1-20/29.jpg,1,20,112.0,112.0,149.5,47.05,69.87,76.65,270,ok,270
train/1-20/30.jpg,1,20,112.0,112.0,47.05,74.5,76.65,154.13,180,ok,180
train/1-20/31.jpg,1,20,112.0,112.0,47.05,74.5,76.65,154.13,180,ok,180
train/1-20/33.jpg,1,20,112.0,112.0,176.95,149.5,147.35,69.87,0,ok,0
train/1-20/34.jpg,1,20,112.0,112.0,176.95,149.5,147.35,69.87,0,ok,0
train/1-20/37.jpg,1,20,112.0,112.0,176.95,149.5,147.35,69.87,0,ok,0
train/1-20/38.jpg,1,20,112.0,112.0,149.5,47.05,69.87,76.65,270,ok,270
train/1-20/4.jpg,1,20,112.0,112.0,176.95,149.5,147.35,69.87,0,ok,0
train/1-20/42.jpg,1,20,112.0,112.0,47.05,74.5,76.65,154.13,180,ok,180
train/1-20/43.jpg,1,20,112.0,112.0,176.95,149.5,147.35,69.87,0,ok,0
train/1-20/45.jpg,1,20,112.0,112.0,47.05,74.5,76.65,154.13,180,ok,180
train/1-20/47.jpg,1,20,112.0,112.0,74.5,176.95,154.13,147.35,90,ok,90
train/1-20/50.jpg,1,20,112.0,112.0,149.5,47.05,69.87,76.65,270,ok,270
train/1-20/51.jpg,1,20,112.0,112.0,74.5,176.95,154.13,147.35,90,ok,90
train/1-20/57.jpg,1,20,112.0,112.0,149.5,47.05,69.87,76.65,270,ok,270
train/1-20/58.jpg,1,20,112.0,112.0,176.95,149.5,147.35,69.87,0,ok,0
train/1-20/6.jpg,1,20,112.0,112.0,47.05,74.5,76.65,154.13,180,ok,180
train/1-20/60.jpg,1,20,112.0,112.0,74.5,176.95,154.13,147.35,90,ok,90
train/1-20/61.jpg,1,20,112.0,112.0,74.5,176.95,154.13,147.35,90,ok,90
train/1-20/62.jpg,1,20,112.0,112.0,47.05,74.5,76.65,154.13,180,ok,180
train/1-20/63.jpg,1,20,112.0,112.0,176.95,149.5,147.35,69.87,0,ok,0
train/1-20/69.jpg,1,20,112.0,112.0,149.5,47.05,69.87,76.65,270,ok,270
train/1-20/7.jpg,1,20,112.0,112.0,47.05,74.5,76.65,154.13,180,ok,180
train/1-20/75.jpg,1,20,112.0,112.0,176.95,149.5,147.35,69.87,0,ok,0
train/1-20/76.jpg,1,20,112.0,112.0,74.5,176.95,154.13,147.35,90,ok,90
train/1-20/78.jpg,1,20,112.0,112.0,74.5,176.95,154.13,147.35,90,ok,90
train/1-20/82.jpg,1,20,112.0,112.0,47.05,74.5,76.65,154.13,180,ok,180
train/1-20/86.jpg,1,20,112.0,112.0,176.95,149.5,147.35,69.87,0,ok,0
train/1-20/87.jpg,1,20,112.0,112.0,74.5,176.95,154.13,147.35,90,ok,90
train/1-20/89.jpg,1,20,112.0,112.0,176.95,149.5,147.35,69.87,0,ok,0
train/1-20/92.jpg,1,20,112.0,112.0,74.5,176.95,154.13,147.35,90,ok,90
train/1-20/93.jpg,1,20,112.0,112.0,176.95,149.5,147.35,69.87,0,ok,0
train/1-20/94.jpg,1,20,112.0,112.0,176.95,149.5,147.35,69.87,0,ok,0
train/1-25/0.jpg,1,25,112.0,112.0,176.95,74.5,71.45,74.84,270,ok,270
train/1-25/1.jpg,1,25,112.0,112.0,149.5,176.95,149.16,71.45,0,ok,0
train/1-25/10.jpg,1,25,112.0,112.0,74.5,47.05,74.84,152.55,180,ok,180
train/1-25/12.jpg,1,25,112.0,112.0,176.95,74.5,71.45,74.84,270,ok,270
train/1-25/13.jpg,1,25,112.0,112.0,74.5,47.05,74.84,152.55,180,ok,180
train/1-25/14.jpg,1,25,112.0,112.0,149.5,176.95,149.16,71.45,0,ok,0
train/1-25/15.jpg,1,25,112.0,112.0,149.5,176.95,149.16,71.45,0,ok,0
train/1-25/17.jpg,1,25,112.0,112.0,149.5,176.95,149.16,71.45,0,ok,0
train/1-25/18.jpg,1,25,112.0,112.0,149.5,176.95,149.16,71.45,0,ok,0
