file,time_h,time_m,cx,cy,minute_x,minute_y,hour_x,hour_y,rotation_deg,status
train/1-10/3.jpg,1,10,112,112,31,159,49,202,180,ok
train/1-10/30.jpg,1,10,112,112,158,192,161,146,90,ok
train/1-10/32.jpg,1,10,112,112,207,57,175,22,0,ok
train/1-10/33.jpg,1,10,112,112,64,30,62,77,270,ok
train/1-10/34.jpg,1,10,112,112,192,66,147,62,0,ok
train/1-10/35.jpg,1,10,112,112,167,207,202,175,90,ok
train/1-10/36.jpg,1,10,112,112,207,57,175,22,0,ok
train/1-10/37.jpg,1,10,112,112,196,63,149,60,0,ok
train/1-10/38.jpg,1,10,112,112,192,66,147,62,0,ok
train/1-10/39.jpg,1,10,112,112,207,57,149,59,0,ok
train/1-10/4.jpg,1,10,112,112,57,17,22,49,270,ok
train/1-10/40.jpg,1,10,112,112,207,57,147,62,0,ok
train/1-10/41.jpg,1,10,112,112,57,17,22,49,270,ok
train/1-10/42.jpg,1,10,112,112,207,57,151,56,0,ok
train/1-10/46.jpg,1,10,112,112,192,66,147,62,0,ok
train/1-10/47.jpg,1,10,112,112,207,57,147,62,0,ok
train/1-10/48.jpg,1,10,112,112,207,57,175,22,0,ok
train/1-10/49.jpg,1,10,112,112,207,57,149,59,0,ok
train/1-10/50.jpg,1,10,112,112,207,57,175,22,0,ok
train/1-10/51.jpg,1,10,112,112,207,57,147,62,0,ok
train/1-10/52.jpg,1,10,112,112,167,207,202,175,90,ok
train/1-10/53.jpg,1,10,112,112,60,22,22,49,270,ok
train/1-10/54.jpg,1,10,112,112,207,57,175,22,0,ok
train/1-10/55.jpg,1,10,112,112,167,207,202,175,90,ok
train/1-10/56.jpg,1,10,112,112,61,24,62,77,270,ok
train/1-10/57.jpg,1,10,112,112,167,207,202,175,90,ok
train/1-10/58.jpg,1,10,112,112,167,207,162,147,90,ok
train/1-10/59.jpg,1,10,112,112,57,17,57,74,270,ok
train/1-10/6.jpg,1,10,112,112,207,57,175,22,0,ok
train/1-10/60.jpg,1,10,112,112,200,61,147,62,0,ok
train/1-10/62.jpg,1,10,112,112,194,64,147,62,0,ok
train/1-10/63.jpg,1,10,112,112,29,160,78,161,180,ok
train/1-10/64.jpg,1,10,112,112,192,66,147,62,0,ok
train/1-10/65.jpg,1,10,112,112,57,17,22,49,270,ok
train/1-10/66.jpg,1,10,112,112,198,62,147,62,0,ok
train/1-10/67.jpg,1,10,112,112,167,207,161,146,90,ok
train/1-10/71.jpg,1,10,112,112,167,207,202,175,90,ok
train/1-10/73.jpg,1,10,112,112,207,57,150,57,0,ok
train/1-10/74.jpg,1,10,112,112,207,57,175,22,0,ok
train/1-10/75.jpg,1,10,112,112,201,60,147,62,0,ok
train/1-10/76.jpg,1,10,112,112,35,157,49,201,180,ok
train/1-10/77.jpg,1,10,112,112,167,207,202,175,90,ok
train/1-10/78.jpg,1,10,112,112,192,66,147,62,0,ok
train/1-10/79.jpg,1,10,112,112,167,207,202,175,90,ok
train/1-10/8.jpg,1,10,112,112,199,61,147,62,0,ok
train/1-10/80.jpg,1,10,112,112,192,66,147,62,0,ok
train/1-10/81.jpg,1,10,112,112,167,207,202,175,90,ok
train/1-10/82.jpg,1,10,112,112,167,207,202,175,90,ok
train/1-10/84.jpg,1,10,112,112,207,57,147,62,0,ok
train/1-10/85.jpg,1,10,112,112,207,57,147,62,0,ok
train/1-10/87.jpg,1,10,112,112,207,57,147,62,0,ok
train/1-10/88.jpg,1,10,112,112,196,63,147,62,0,ok
train/1-10/89.jpg,1,10,112,112,207,57,147,62,0,ok
train/1-10/9.jpg,1,10,112,112,26,162,78,161,180,ok
train/1-10/90.jpg,1,10,112,112,167,207,202,175,90,ok
train/1-10/91.jpg,1,10,112,112,207,57,175,22,0,ok
train/1-10/92.jpg,1,10,112,112,207,57,152,55,0,ok
train/1-10/93.jpg,1,10,112,112,207,57,175,22,0,ok
train/1-10/94.jpg,1,10,112,112,166,206,202,175,90,ok
train/1-10/95.jpg,1,10,112,112,18,167,78,161,180,ok
train/1-10/96.jpg,1,10,112,112,57,17,62,77,270,ok
train/1-10/97.jpg,1,10,112,112,198,62,147,62,0,ok
train/1-10/99.jpg,1,10,112,112,192,66,147,62,0,ok
train/1-15/1.jpg,1,15,112,112,112,222,199,179,90,ok
train/1-15/12.jpg,1,15,112,112,112,2,63,74,270,ok
train/1-15/13.jpg,1,15,112,112,222,112,154,57,0,ok
train/1-15/15.jpg,1,15,112,112,19,112,74,162,180,ok
train/1-15/16.jpg,1,15,112,112,222,112,179,25,0,ok
train/1-15/17.jpg,1,15,112,112,19,112,75,160,180,ok
train/1-15/18.jpg,1,15,112,112,4,112,73,163,180,ok
train/1-15/19.jpg,1,15,112,112,205,112,149,64,0,ok
train/1-15/2.jpg,1,15,112,112,112,222,160,149,90,ok
train/1-15/20.jpg,1,15,112,112,208,112,149,64,0,ok
train/1-15/22.jpg,1,15,112,112,222,112,176,29,0,ok
train/1-15/23.jpg,1,15,112,112,112,222,199,179,90,ok
train/1-15/24.jpg,1,15,112,112,112,2,63,74,270,ok
train/1-15/25.jpg,1,15,112,112,222,112,179,25,0,ok
train/1-15/27.jpg,1,15,112,112,222,112,179,25,0,ok
train/1-15/28.jpg,1,15,112,112,2,112,75,160,180,ok
train/1-15/29.jpg,1,15,112,112,112,222,160,149,90,ok
train/1-15/3.jpg,1,15,112,112,18,112,45,199,180,ok
train/1-15/30.jpg,1,15,112,112,221,112,149,64,0,ok
train/1-15/31.jpg,1,15,112,112,112,209,160,149,90,ok
train/1-15/32.jpg,1,15,112,112,222,112,179,25,0,ok
train/1-15/33.jpg,1,15,112,112,112,18,63,74,270,ok
train/1-15/34.jpg,1,15,112,112,112,217,160,149,90,ok
train/1-15/35.jpg,1,15,112,112,2,112,45,199,180,ok
train/1-15/36.jpg,1,15,112,112,222,112,179,25,0,ok
train/1-15/37.jpg,1,15,112,112,112,3,47,62,270,ok
train/1-15/39.jpg,1,15,112,112,178,112,179,25,0,ok
train/1-15/4.jpg,1,15,112,112,2,112,45,199,180,ok
train/1-15/40.jpg,1,15,112,112,222,112,149,64,0,ok
train/1-15/41.jpg,1,15,112,112,112,222,199,179,90,ok
train/1-15/43.jpg,1,15,112,112,222,112,179,25,0,ok
train/1-15/44.jpg,1,15,112,112,222,112,149,64,0,ok
train/1-15/45.jpg,1,15,112,112,209,112,149,64,0,ok
train/1-15/46.jpg,1,15,112,112,207,112,149,64,0,ok
train/1-15/47.jpg,1,15,112,112,2,112,75,160,180,ok
train/1-15/48.jpg,1,15,112,112,222,112,179,25,0,ok
train/1-15/49.jpg,1,15,112,112,19,112,72,164,180,ok
train/1-15/5.jpg,1,15,112,112,112,2,63,74,270,ok
train/1-15/50.jpg,1,15,112,112,112,222,199,179,90,ok
train/1-15/51.jpg,1,15,112,112,112,2,63,74,270,ok
train/1-15/52.jpg,1,15,112,112,222,112,179,25,0,ok
train/1-15/53.jpg,1,15,112,112,2,112,46,198,180,ok
train/1-15/54.jpg,1,15,112,112,222,112,179,25,0,ok
train/1-15/57.jpg,1,15,112,112,2,112,45,199,180,ok
train/1-15/58.jpg,1,15,112,112,222,112,150,63,0,ok
train/1-15/59.jpg,1,15,112,112,112,204,162,150,90,ok
train/1-15/6.jpg,1,15,112,112,222,112,179,25,0,ok
train/1-15/60.jpg,1,15,112,112,213,112,149,64,0,ok
train/1-15/62.jpg,1,15,112,112,207,112,149,64,0,ok
train/1-15/63.jpg,1,15,112,112,206,112,149,64,0,ok
train/1-15/64.jpg,1,15,112,112,205,112,149,64,0,ok
train/1-15/65.jpg,1,15,112,112,222,112,179,25,0,ok
train/1-15/66.jpg,1,15,112,112,112,10,63,74,270,ok
train/1-15/67.jpg,1,15,112,112,222,112,149,64,0,ok
train/1-15/68.jpg,1,15,112,112,205,112,149,64,0,ok
train/1-15/69.jpg,1,15,112,112,2,112,45,199,180,ok
train/1-15/7.jpg,1,15,112,112,112,222,199,179,90,ok
train/1-15/70.jpg,1,15,112,112,2,112,45,199,180,ok
train/1-15/71.jpg,1,15,112,112,112,2,25,45,270,ok
train/1-15/74.jpg,1,15,112,112,222,112,179,25,0,ok
train/1-15/75.jpg,1,15,112,112,222,112,149,64,0,ok
train/1-15/76.jpg,1,15,112,112,112,220,198,178,90,ok
train/1-15/77.jpg,1,15,112,112,112,2,25,45,270,ok
train/1-15/78.jpg,1,15,112,112,205,112,149,64,0,ok
train/1-15/80.jpg,1,15,112,112,112,2,63,74,270,ok
train/1-15/81.jpg,1,15,112,112,222,112,179,25,0,ok
train/1-15/82.jpg,1,15,112,112,112,222,199,179,90,ok
train/1-15/83.jpg,1,15,112,112,112,222,199,179,90,ok
train/1-15/86.jpg,1,15,112,112,205,112,149,64,0,ok
train/1-15/87.jpg,1,15,112,112,112,207,160,149,90,ok
train/1-15/88.jpg,1,15,112,112,12,112,75,160,180,ok
train/1-15/89.jpg,1,15,112,112,222,112,149,64,0,ok
train/1-15/9.jpg,1,15,112,112,15,112,75,160,180,ok
train/1-15/91.jpg,1,15,112,112,112,222,199,179,90,ok
train/1-15/92.jpg,1,15,112,112,222,112,179,25,0,ok
train/1-15/95.jpg,1,15,112,112,218,112,149,64,0,ok
train/1-15/96.jpg,1,15,112,112,112,222,160,149,90,ok
train/1-15/97.jpg,1,15,112,112,112,209,160,149,90,ok
train/1-15/98.jpg,1,15,112,112,212,112,149,64,0,ok
train/1-15/99.jpg,1,15,112,112,222,112,149,64,0,ok
train/1-20/0.jpg,1,20,112,112,158,31,65,73,270,ok
train/1-20/1.jpg,1,20,112,112,167,17,28,41,270,ok
train/1-20/12.jpg,1,20,112,112,66,192,157,150,90,ok
train/1-20/13.jpg,1,20,112,112,194,159,151,66,0,ok
train/1-20/14.jpg,1,20,112,112,207,167,183,28,0,ok
train/1-20/15.jpg,1,20,112,112,66,192,160,152,90,ok
train/1-20/17.jpg,1,20,112,112,59,203,157,150,90,ok
train/1-20/18.jpg,1,20,112,112,57,207,166,157,90,ok
train/1-20/19.jpg,1,20,112,112,207,167,151,66,0,ok
train/1-20/2.jpg,1,20,112,112,31,65,73,158,180,ok
train/1-20/20.jpg,1,20,112,112,160,28,65,73,270,ok
train/1-20/21.jpg,1,20,112,112,28,64,73,158,180,ok
train/1-20/22.jpg,1,20,112,112,206,166,183,28,0,ok
train/1-20/23.jpg,1,20,112,112,17,57,41,196,180,ok
train/1-20/24.jpg,1,20,112,112,207,167,151,66,0,ok
train/1-20/25.jpg,1,20,112,112,207,167,183,28,0,ok
train/1-20/26.jpg,1,20,112,112,62,199,194,181,90,ok
train/1-20/27.jpg,1,20,112,112,207,167,183,28,0,ok
train/1-20/28.jpg,1,20,112,112,207,167,151,66,0,ok
train/1-20/29.jpg,1,20,112,112,167,17,65,72,270,ok
train/1-20/3.jpg,1,20,112,112,17,57,41,196,180,ok
train/1-20/30.jpg,1,20,112,112,17,57,73,158,180,ok
train/1-20/31.jpg,1,20,112,112,28,64,73,158,180,ok
train/1-20/33.jpg,1,20,112,112,193,159,151,66,0,ok
train/1-20/34.jpg,1,20,112,112,192,158,151,66,0,ok
train/1-20/36.jpg,1,20,112,112,207,167,183,28,0,ok
train/1-20/37.jpg,1,20,112,112,196,160,154,61,0,ok
train/1-20/38.jpg,1,20,112,112,158,31,65,73,270,ok
train/1-20/39.jpg,1,20,112,112,159,31,62,70,270,ok
train/1-20/4.jpg,1,20,112,112,207,167,183,28,0,ok
train/1-20/40.jpg,1,20,112,112,207,167,151,66,0,ok
train/1-20/41.jpg,1,20,112,112,167,17,28,41,270,ok
train/1-20/42.jpg,1,20,112,112,17,57,73,158,180,ok
train/1-20/43.jpg,1,20,112,112,207,167,183,28,0,ok
train/1-20/45.jpg,1,20,112,112,28,64,73,158,180,ok
train/1-20/46.jpg,1,20,112,112,192,158,151,66,0,ok
train/1-20/47.jpg,1,20,112,112,57,207,157,150,90,ok
train/1-20/48.jpg,1,20,112,112,207,167,183,28,0,ok
train/1-20/49.jpg,1,20,112,112,192,158,154,62,0,ok
train/1-20/5.jpg,1,20,112,112,192,158,151,66,0,ok
train/1-20/50.jpg,1,20,112,112,207,167,183,28,0,ok
train/1-20/51.jpg,1,20,112,112,57,207,157,150,90,ok
train/1-20/52.jpg,1,20,112,112,17,57,42,195,180,ok
train/1-20/53.jpg,1,20,112,112,207,167,182,29,0,ok
train/1-20/54.jpg,1,20,112,112,207,167,183,28,0,ok
train/1-20/57.jpg,1,20,112,112,207,167,183,28,0,ok
train/1-20/58.jpg,1,20,112,112,207,167,152,65,0,ok
train/1-20/6.jpg,1,20,112,112,207,167,183,28,0,ok
train/1-20/60.jpg,1,20,112,112,63,197,157,150,90,ok
train/1-20/61.jpg,1,20,112,112,65,193,157,150,90,ok
train/1-20/62.jpg,1,20,112,112,17,57,73,158,180,ok
train/1-20/63.jpg,1,20,112,112,194,159,151,66,0,ok
train/1-20/65.jpg,1,20,112,112,17,57,41,196,180,ok
train/1-20/66.jpg,1,20,112,112,61,200,157,150,90,ok
train/1-20/68.jpg,1,20,112,112,31,65,73,158,180,ok
train/1-20/69.jpg,1,20,112,112,17,57,41,196,180,ok
train/1-20/7.jpg,1,20,112,112,17,57,41,196,180,ok
train/1-20/70.jpg,1,20,112,112,17,57,42,195,180,ok
train/1-20/71.jpg,1,20,112,112,57,207,196,183,90,ok
train/1-20/74.jpg,1,20,112,112,207,167,183,28,0,ok
train/1-20/75.jpg,1,20,112,112,196,160,151,66,0,ok
train/1-20/76.jpg,1,20,112,112,156,35,29,42,270,ok
train/1-20/77.jpg,1,20,112,112,207,167,183,28,0,ok
train/1-20/78.jpg,1,20,112,112,62,199,157,150,90,ok
train/1-20/8.jpg,1,20,112,112,192,158,151,66,0,ok
train/1-20/82.jpg,1,20,112,112,207,167,183,28,0,ok
train/1-20/83.jpg,1,20,112,112,57,207,196,183,90,ok
train/1-20/84.jpg,1,20,112,112,207,167,151,66,0,ok
train/1-20/85.jpg,1,20,112,112,207,167,151,66,0,ok
train/1-20/86.jpg,1,20,112,112,193,159,151,66,0,ok
train/1-20/87.jpg,1,20,112,112,57,207,157,150,90,ok
train/1-20/88.jpg,1,20,112,112,199,162,151,66,0,ok
train/1-20/89.jpg,1,20,112,112,207,167,151,66,0,ok
train/1-20/9.jpg,1,20,112,112,30,64,73,158,180,ok
train/1-20/91.jpg,1,20,112,112,57,207,196,183,90,ok
train/1-20/92.jpg,1,20,112,112,57,207,196,183,90,ok
train/1-20/93.jpg,1,20,112,112,207,167,183,28,0,ok
train/1-20/94.jpg,1,20,112,112,167,17,28,41,270,ok
train/1-20/96.jpg,1,20,112,112,57,207,157,150,90,ok
train/1-20/99.jpg,1,20,112,112,192,158,151,66,0,ok
train/1-25/0.jpg,1,25,112,112,201,60,67,71,270,ok
train/1-25/1.jpg,1,25,112,112,167,207,186,31,0,ok
train/1-25/10.jpg,1,25,112,112,57,17,71,157,180,ok
train/1-25/11.jpg,1,25,112,112,57,17,38,193,180,ok
train/1-25/12.jpg,1,25,112,112,207,57,67,71,270,ok
train/1-25/13.jpg,1,25,112,112,65,31,71,157,180,ok
train/1-25/14.jpg,1,25,112,112,167,207,186,31,0,ok
train/1-25/15.jpg,1,25,112,112,159,193,155,65,0,ok
train/1-25/17.jpg,1,25,112,112,158,192,153,67,0,ok
train/1-25/18.jpg,1,25,112,112,167,207,155,65,0,ok
train/1-25/19.jpg,1,25,112,112,167,207,153,67,0,ok
train/1-25/2.jpg,1,25,112,112,160,194,153,67,0,ok
train/1-25/20.jpg,1,25,112,112,60,22,71,157,180,ok
train/1-25/21.jpg,1,25,112,112,167,207,153,67,0,ok
train/1-25/22.jpg,1,25,112,112,17,167,193,186,90,ok
train/1-25/23.jpg,1,25,112,112,57,17,38,193,180,ok
train/1-25/24.jpg,1,25,112,112,207,57,67,71,270,ok
train/1-25/25.jpg,1,25,112,112,57,17,38,193,180,ok
train/1-25/28.jpg,1,25,112,112,17,167,156,153,90,ok
train/1-25/3.jpg,1,25,112,112,167,207,186,31,0,ok
train/1-25/30.jpg,1,25,112,112,158,192,153,67,0,ok
